ocel_id;ocel_type
Lodge_Pcp82;Lodge Pickup Plan
Lodge_Pcp96;Lodge Pickup Plan
Lodge_Pcp31;Lodge Pickup Plan
Lodge_Pcp45;Lodge Pickup Plan
Lodge_Pcp24;Lodge Pickup Plan
Lodge_Pcp50;Lodge Pickup Plan
Lodge_Pcp4;Lodge Pickup Plan
Lodge_Pcp17;Lodge Pickup Plan
Lodge_Pcp12;Lodge Pickup Plan
Lodge_Pcp37;Lodge Pickup Plan
Lodge_Pcp91;Lodge Pickup Plan
Lodge_Pcp15;Lodge Pickup Plan
Lodge_Pcp2;Lodge Pickup Plan
Lodge_Pcp86;Lodge Pickup Plan
Lodge_Pcp35;Lodge Pickup Plan
Lodge_Pcp63;Lodge Pickup Plan
Lodge_Pcp59;Lodge Pickup Plan
Lodge_Pcp87;Lodge Pickup Plan
Lodge_Pcp16;Lodge Pickup Plan
Lodge_Pcp68;Lodge Pickup Plan
Lodge_Pcp40;Lodge Pickup Plan
Lodge_Pcp62;Lodge Pickup Plan
Lodge_Pcp11;Lodge Pickup Plan
Lodge_Pcp6;Lodge Pickup Plan
Lodge_Pcp74;Lodge Pickup Plan
Lodge_Pcp85;Lodge Pickup Plan
Lodge_Pcp80;Lodge Pickup Plan
Lodge_Pcp100;Lodge Pickup Plan
Lodge_Pcp83;Lodge Pickup Plan
assign_trs_Pcp52;Assign Trucks
assign_trs_Pcp20;Assign Trucks
assign_trs_Pcp56;Assign Trucks
assign_trs_Pcp92;Assign Trucks
assign_trs_Pcp77;Assign Trucks
assign_trs_Pcp56;Assign Trucks
assign_trs_Pcp36;Assign Trucks
assign_trs_Pcp36;Assign Trucks
assign_trs_Pcp29;Assign Trucks
assign_trs_Pcp52;Assign Trucks
assign_trs_Pcp29;Assign Trucks
assign_trs_Pcp84;Assign Trucks
assign_trs_Pcp26;Assign Trucks
assign_trs_Pcp64;Assign Trucks
assign_trs_Pcp92;Assign Trucks
assign_trs_Pcp56;Assign Trucks
assign_trs_Pcp13;Assign Trucks
assign_trs_Pcp56;Assign Trucks
assign_trs_Pcp26;Assign Trucks
assign_trs_Pcp92;Assign Trucks
assign_trs_Pcp95;Assign Trucks
assign_trs_Pcp69;Assign Trucks
assign_trs_Pcp36;Assign Trucks
assign_trs_Pcp69;Assign Trucks
assign_trs_Pcp13;Assign Trucks
assign_trs_Pcp36;Assign Trucks
assign_trs_Pcp36;Assign Trucks
assign_trs_Pcp69;Assign Trucks
assign_trs_Pcp38;Assign Trucks
assign_trs_Pcp41;Assign Trucks
assign_trs_Pcp38;Assign Trucks
assign_trs_Pcp56;Assign Trucks
assign_trs_Pcp18;Assign Trucks
assign_trs_Pcp56;Assign Trucks
assign_trs_Pcp52;Assign Trucks
assign_trs_Pcp13;Assign Trucks
assign_trs_Pcp49;Assign Trucks
assign_trs_Pcp64;Assign Trucks
assign_trs_Pcp69;Assign Trucks
assign_trs_Pcp52;Assign Trucks
assign_trs_Pcp77;Assign Trucks
assign_trs_Pcp42;Assign Trucks
assign_trs_Pcp29;Assign Trucks
assign_trs_Pcp64;Assign Trucks
assign_trs_Pcp13;Assign Trucks
assign_trs_Pcp52;Assign Trucks
assign_trs_Pcp29;Assign Trucks
assign_trs_Pcp36;Assign Trucks
assign_trs_Pcp69;Assign Trucks
assign_trs_Pcp21;Assign Trucks
weigh_empty_trucktr49;Weigh the Empty Truck
weigh_empty_trucktr11;Weigh the Empty Truck
weigh_empty_trucktr15;Weigh the Empty Truck
weigh_empty_trucktr17;Weigh the Empty Truck
load_trucktr17;Load Truck
load_trucktr15;Load Truck
weigh_empty_trucktr50;Weigh the Empty Truck
load_trucktr11;Load Truck
weigh_empty_trucktr9;Weigh the Empty Truck
weigh_empty_trucktr24;Weigh the Empty Truck
load_trucktr49;Load Truck
weigh_empty_trucktr12;Weigh the Empty Truck
weigh_empty_trucktr23;Weigh the Empty Truck
load_trucktr12;Load Truck
load_trucktr24;Load Truck
load_trucktr23;Load Truck
load_trucktr50;Load Truck
weigh_empty_trucktr42;Weigh the Empty Truck
weigh_empty_trucktr33;Weigh the Empty Truck
load_trucktr9;Load Truck
load_trucktr33;Load Truck
load_trucktr42;Load Truck
weigh_empty_trucktr43;Weigh the Empty Truck
load_trucktr43;Load Truck
weigh_empty_trucktr45;Weigh the Empty Truck
weigh_empty_trucktr30;Weigh the Empty Truck
weigh_empty_trucktr13;Weigh the Empty Truck
load_trucktr45;Load Truck
weigh_empty_trucktr7;Weigh the Empty Truck
weigh_loaded_trucktr15;Weigh the Loaded Truck
weigh_empty_trucktr3;Weigh the Empty Truck
weigh_empty_trucktr28;Weigh the Empty Truck
load_trucktr13;Load Truck
load_trucktr3;Load Truck
weigh_empty_trucktr22;Weigh the Empty Truck
weigh_empty_trucktr1;Weigh the Empty Truck
weigh_empty_trucktr18;Weigh the Empty Truck
load_trucktr22;Load Truck
weigh_empty_trucktr38;Weigh the Empty Truck
load_trucktr1;Load Truck
weigh_loaded_trucktr24;Weigh the Loaded Truck
weigh_empty_trucktr19;Weigh the Empty Truck
weigh_empty_trucktr4;Weigh the Empty Truck
load_trucktr38;Load Truck
load_trucktr18;Load Truck
load_trucktr30;Load Truck
load_trucktr19;Load Truck
weigh_empty_trucktr34;Weigh the Empty Truck
load_trucktr4;Load Truck
weigh_empty_trucktr39;Weigh the Empty Truck
weigh_empty_trucktr29;Weigh the Empty Truck
weigh_empty_trucktr25;Weigh the Empty Truck
load_trucktr34;Load Truck
weigh_empty_trucktr31;Weigh the Empty Truck
weigh_loaded_trucktr11;Weigh the Loaded Truck
load_trucktr29;Load Truck
load_trucktr7;Load Truck
load_trucktr28;Load Truck
weigh_empty_trucktr21;Weigh the Empty Truck
weigh_loaded_trucktr43;Weigh the Loaded Truck
print_w_tickettr15;Print the Weighing Ticket
input_tally_sheettr15;Input the Tally Sheet
eval_trs_exittr15_Pcp29;Evaluate the Truck Exit
load_trucktr21;Load Truck
weigh_loaded_trucktr49;Weigh the Loaded Truck
weigh_empty_trucktr26;Weigh the Empty Truck
weigh_empty_trucktr44;Weigh the Empty Truck
print_w_tickettr24;Print the Weighing Ticket
input_tally_sheettr24;Input the Tally Sheet
eval_trs_exittr24_Pcp56;Evaluate the Truck Exit
load_trucktr25;Load Truck
load_trucktr39;Load Truck
weigh_empty_trucktr5;Weigh the Empty Truck
weigh_empty_trucktr47;Weigh the Empty Truck
weigh_empty_trucktr14;Weigh the Empty Truck
print_w_tickettr43;Print the Weighing Ticket
input_tally_sheettr43;Input the Tally Sheet
eval_trs_exittr43_Pcp26;Evaluate the Truck Exit
load_trucktr31;Load Truck
weigh_empty_trucktr48;Weigh the Empty Truck
weigh_empty_trucktr20;Weigh the Empty Truck
weigh_empty_trucktr6;Weigh the Empty Truck
weigh_loaded_trucktr45;Weigh the Loaded Truck
load_trucktr6;Load Truck
weigh_loaded_trucktr13;Weigh the Loaded Truck
weigh_empty_trucktr10;Weigh the Empty Truck
load_trucktr48;Load Truck
weigh_loaded_trucktr9;Weigh the Loaded Truck
weigh_loaded_trucktr12;Weigh the Loaded Truck
load_trucktr44;Load Truck
load_trucktr26;Load Truck
weigh_empty_trucktr8;Weigh the Empty Truck
load_trucktr20;Load Truck
load_trucktr5;Load Truck
load_trucktr47;Load Truck
weigh_empty_trucktr2;Weigh the Empty Truck
load_trucktr14;Load Truck
load_trucktr8;Load Truck
weigh_empty_trucktr16;Weigh the Empty Truck
load_trucktr10;Load Truck
weigh_empty_trucktr41;Weigh the Empty Truck
load_trucktr2;Load Truck
load_trucktr41;Load Truck
weigh_loaded_trucktr17;Weigh the Loaded Truck
weigh_empty_trucktr36;Weigh the Empty Truck
load_trucktr36;Load Truck
weigh_loaded_trucktr28;Weigh the Loaded Truck
weigh_loaded_trucktr33;Weigh the Loaded Truck
weigh_empty_trucktr37;Weigh the Empty Truck
input_tally_sheettr11;Input the Tally Sheet
print_w_tickettr11;Print the Weighing Ticket
eval_trs_exittr11_Pcp18;Evaluate the Truck Exit
load_trucktr37;Load Truck
load_trucktr16;Load Truck
print_w_tickettr49;Print the Weighing Ticket
input_tally_sheettr49;Input the Tally Sheet
eval_trs_exittr49_Pcp64;Evaluate the Truck Exit
weigh_loaded_trucktr42;Weigh the Loaded Truck
assign_trs_Pcp34;Assign Trucks
weigh_empty_trucktr32;Weigh the Empty Truck
weigh_loaded_trucktr3;Weigh the Loaded Truck
assign_trs_Pcp79;Assign Trucks
weigh_empty_trucktr40;Weigh the Empty Truck
assign_trs_Pcp15;Assign Trucks
input_tally_sheettr33;Input the Tally Sheet
print_w_tickettr33;Print the Weighing Ticket
eval_trs_exittr33_Pcp29;Evaluate the Truck Exit
weigh_loaded_trucktr38;Weigh the Loaded Truck
weigh_loaded_trucktr50;Weigh the Loaded Truck
weigh_empty_trucktr35;Weigh the Empty Truck
weigh_loaded_trucktr6;Weigh the Loaded Truck
load_trucktr35;Load Truck
input_tally_sheettr17;Input the Tally Sheet
print_w_tickettr17;Print the Weighing Ticket
eval_trs_exittr17_Pcp92;Evaluate the Truck Exit
weigh_loaded_trucktr21;Weigh the Loaded Truck
weigh_loaded_trucktr47;Weigh the Loaded Truck
weigh_loaded_trucktr48;Weigh the Loaded Truck
weigh_loaded_trucktr44;Weigh the Loaded Truck
weigh_loaded_trucktr22;Weigh the Loaded Truck
weigh_empty_trucktr27;Weigh the Empty Truck
load_trucktr32;Load Truck
load_trucktr27;Load Truck
weigh_loaded_trucktr23;Weigh the Loaded Truck
weigh_loaded_trucktr2;Weigh the Loaded Truck
weigh_loaded_trucktr7;Weigh the Loaded Truck
input_tally_sheettr38;Input the Tally Sheet
print_w_tickettr38;Print the Weighing Ticket
eval_trs_exittr38_Pcp36;Evaluate the Truck Exit
weigh_empty_trucktr46;Weigh the Empty Truck
input_tally_sheettr21;Input the Tally Sheet
print_w_tickettr21;Print the Weighing Ticket
eval_trs_exittr21_Pcp52;Evaluate the Truck Exit
weigh_loaded_trucktr19;Weigh the Loaded Truck
input_tally_sheettr50;Input the Tally Sheet
print_w_tickettr50;Print the Weighing Ticket
eval_trs_exittr50_Pcp84;Evaluate the Truck Exit
input_tally_sheettr42;Input the Tally Sheet
print_w_tickettr42;Print the Weighing Ticket
eval_trs_exittr42_Pcp56;Evaluate the Truck Exit
input_tally_sheettr28;Input the Tally Sheet
print_w_tickettr28;Print the Weighing Ticket
eval_trs_exittr28_Pcp95;Evaluate the Truck Exit
load_trucktr40;Load Truck
print_w_tickettr6;Print the Weighing Ticket
input_tally_sheettr6;Input the Tally Sheet
eval_trs_exittr6_Pcp52;Evaluate the Truck Exit
weigh_loaded_trucktr30;Weigh the Loaded Truck
input_tally_sheettr19;Input the Tally Sheet
print_w_tickettr19;Print the Weighing Ticket
eval_trs_exittr19_Pcp41;Evaluate the Truck Exit
input_tally_sheettr44;Input the Tally Sheet
print_w_tickettr44;Print the Weighing Ticket
eval_trs_exittr44_Pcp29;Evaluate the Truck Exit
weigh_loaded_trucktr16;Weigh the Loaded Truck
assign_trs_Pcp37;Assign Trucks
assign_trs_Pcp39;Assign Trucks
input_tally_sheettr22;Input the Tally Sheet
print_w_tickettr22;Print the Weighing Ticket
eval_trs_exittr22_Pcp69;Evaluate the Truck Exit
print_w_tickettr47;Print the Weighing Ticket
input_tally_sheettr47;Input the Tally Sheet
eval_trs_exittr47_Pcp92;Evaluate the Truck Exit
weigh_loaded_trucktr34;Weigh the Loaded Truck
weigh_loaded_trucktr39;Weigh the Loaded Truck
print_w_tickettr48;Print the Weighing Ticket
input_tally_sheettr48;Input the Tally Sheet
eval_trs_exittr48_Pcp77;Evaluate the Truck Exit
weigh_loaded_trucktr1;Weigh the Loaded Truck
load_trucktr46;Load Truck
assign_trs_Pcp63;Assign Trucks
assign_trs_Pcp50;Assign Trucks
weigh_loaded_trucktr27;Weigh the Loaded Truck
print_w_tickettr23;Print the Weighing Ticket
input_tally_sheettr23;Input the Tally Sheet
eval_trs_exittr23_Pcp36;Evaluate the Truck Exit
weigh_empty_trucktr24;Weigh the Empty Truck
load_trucktr24;Load Truck
assign_trs_Pcp30;Assign Trucks
print_w_tickettr2;Print the Weighing Ticket
input_tally_sheettr2;Input the Tally Sheet
eval_trs_exittr2_Pcp26;Evaluate the Truck Exit
print_w_tickettr3;Print the Weighing Ticket
input_tally_sheettr3;Input the Tally Sheet
eval_trs_exittr3_Pcp13;Evaluate the Truck Exit
assign_trs_Pcp66;Assign Trucks
weigh_loaded_trucktr4;Weigh the Loaded Truck
weigh_loaded_trucktr18;Weigh the Loaded Truck
input_tally_sheettr30;Input the Tally Sheet
print_w_tickettr30;Print the Weighing Ticket
eval_trs_exittr30_Pcp36;Evaluate the Truck Exit
weigh_loaded_trucktr25;Weigh the Loaded Truck
weigh_loaded_trucktr5;Weigh the Loaded Truck
print_w_tickettr16;Print the Weighing Ticket
input_tally_sheettr16;Input the Tally Sheet
eval_trs_exittr16_Pcp52;Evaluate the Truck Exit
print_w_tickettr7;Print the Weighing Ticket
input_tally_sheettr7;Input the Tally Sheet
eval_trs_exittr7_Pcp36;Evaluate the Truck Exit
weigh_empty_trucktr43;Weigh the Empty Truck
load_trucktr43;Load Truck
assign_trs_Pcp47;Assign Trucks
weigh_loaded_trucktr20;Weigh the Loaded Truck
input_tally_sheettr25;Input the Tally Sheet
print_w_tickettr25;Print the Weighing Ticket
eval_trs_exittr25_Pcp52;Evaluate the Truck Exit
weigh_loaded_trucktr26;Weigh the Loaded Truck
print_w_tickettr39;Print the Weighing Ticket
input_tally_sheettr39;Input the Tally Sheet
eval_trs_exittr39_Pcp69;Evaluate the Truck Exit
weigh_loaded_trucktr37;Weigh the Loaded Truck
assign_trs_Pcp62;Assign Trucks
weigh_loaded_trucktr14;Weigh the Loaded Truck
weigh_loaded_trucktr8;Weigh the Loaded Truck
assign_trs_Pcp57;Assign Trucks
weigh_loaded_trucktr31;Weigh the Loaded Truck
assign_trs_Pcp34;Assign Trucks
assign_trs_Pcp82;Assign Trucks
weigh_loaded_trucktr29;Weigh the Loaded Truck
weigh_loaded_trucktr32;Weigh the Loaded Truck
assign_trs_Pcp81;Assign Trucks
assign_trs_Pcp71;Assign Trucks
assign_trs_Pcp82;Assign Trucks
weigh_loaded_trucktr46;Weigh the Loaded Truck
input_tally_sheettr32;Input the Tally Sheet
print_w_tickettr32;Print the Weighing Ticket
eval_trs_exittr32_Pcp29;Evaluate the Truck Exit
weigh_empty_trucktr17;Weigh the Empty Truck
input_tally_sheettr1;Input the Tally Sheet
print_w_tickettr1;Print the Weighing Ticket
eval_trs_exittr1_Pcp77;Evaluate the Truck Exit
input_tally_sheettr27;Input the Tally Sheet
print_w_tickettr27;Print the Weighing Ticket
eval_trs_exittr27_Pcp36;Evaluate the Truck Exit
load_trucktr17;Load Truck
assign_trs_Pcp88;Assign Trucks
assign_trs_Pcp90;Assign Trucks
weigh_empty_trucktr50;Weigh the Empty Truck
weigh_loaded_trucktr36;Weigh the Loaded Truck
input_tally_sheettr20;Input the Tally Sheet
print_w_tickettr20;Print the Weighing Ticket
eval_trs_exittr20_Pcp49;Evaluate the Truck Exit
load_trucktr50;Load Truck
print_w_tickettr4;Print the Weighing Ticket
input_tally_sheettr4;Input the Tally Sheet
eval_trs_exittr4_Pcp42;Evaluate the Truck Exit
weigh_loaded_trucktr41;Weigh the Loaded Truck
input_tally_sheettr37;Input the Tally Sheet
print_w_tickettr37;Print the Weighing Ticket
eval_trs_exittr37_Pcp64;Evaluate the Truck Exit
assign_trs_Pcp5;Assign Trucks
print_w_tickettr5;Print the Weighing Ticket
input_tally_sheettr5;Input the Tally Sheet
eval_trs_exittr5_Pcp56;Evaluate the Truck Exit
weigh_loaded_trucktr10;Weigh the Loaded Truck
weigh_empty_trucktr38;Weigh the Empty Truck
print_w_tickettr46;Print the Weighing Ticket
input_tally_sheettr46;Input the Tally Sheet
eval_trs_exittr46_Pcp64;Evaluate the Truck Exit
weigh_empty_trucktr11;Weigh the Empty Truck
load_trucktr38;Load Truck
assign_trs_Pcp28;Assign Trucks
print_w_tickettr29;Print the Weighing Ticket
input_tally_sheettr29;Input the Tally Sheet
eval_trs_exittr29_Pcp56;Evaluate the Truck Exit
assign_trs_Pcp62;Assign Trucks
print_w_tickettr14;Print the Weighing Ticket
input_tally_sheettr14;Input the Tally Sheet
eval_trs_exittr14_Pcp38;Evaluate the Truck Exit
input_tally_sheettr31;Input the Tally Sheet
print_w_tickettr31;Print the Weighing Ticket
eval_trs_exittr31_Pcp69;Evaluate the Truck Exit
load_trucktr11;Load Truck
print_w_tickettr18;Print the Weighing Ticket
input_tally_sheettr18;Input the Tally Sheet
eval_trs_exittr18_Pcp13;Evaluate the Truck Exit
assign_trs_Pcp12;Assign Trucks
assign_trs_Pcp47;Assign Trucks
weigh_empty_trucktr15;Weigh the Empty Truck
weigh_empty_trucktr47;Weigh the Empty Truck
load_trucktr47;Load Truck
input_tally_sheettr34;Input the Tally Sheet
print_w_tickettr34;Print the Weighing Ticket
eval_trs_exittr34_Pcp52;Evaluate the Truck Exit
weigh_empty_trucktr19;Weigh the Empty Truck
weigh_empty_trucktr23;Weigh the Empty Truck
input_tally_sheettr26;Input the Tally Sheet
print_w_tickettr26;Print the Weighing Ticket
eval_trs_exittr26_Pcp92;Evaluate the Truck Exit
load_trucktr19;Load Truck
assign_trs_Pcp39;Assign Trucks
print_w_tickettr8;Print the Weighing Ticket
input_tally_sheettr8;Input the Tally Sheet
eval_trs_exittr8_Pcp36;Evaluate the Truck Exit
load_trucktr23;Load Truck
assign_trs_Pcp53;Assign Trucks
weigh_loaded_trucktr24;Weigh the Loaded Truck
load_trucktr15;Load Truck
assign_trs_Pcp51;Assign Trucks
input_tally_sheettr36;Input the Tally Sheet
print_w_tickettr36;Print the Weighing Ticket
eval_trs_exittr36_Pcp13;Evaluate the Truck Exit
input_tally_sheettr12;Input the Tally Sheet
print_w_tickettr12;Print the Weighing Ticket
eval_trs_exittr12_Pcp56;Evaluate the Truck Exit
print_w_tickettr9;Print the Weighing Ticket
input_tally_sheettr9;Input the Tally Sheet
eval_trs_exittr9_Pcp56;Evaluate the Truck Exit
print_w_tickettr13;Print the Weighing Ticket
input_tally_sheettr13;Input the Tally Sheet
eval_trs_exittr13_Pcp38;Evaluate the Truck Exit
input_tally_sheettr45;Input the Tally Sheet
print_w_tickettr45;Print the Weighing Ticket
eval_trs_exittr45_Pcp13;Evaluate the Truck Exit
print_w_tickettr41;Print the Weighing Ticket
input_tally_sheettr41;Input the Tally Sheet
eval_trs_exittr41_Pcp69;Evaluate the Truck Exit
weigh_empty_trucktr21;Weigh the Empty Truck
load_trucktr21;Load Truck
assign_trs_Pcp78;Assign Trucks
weigh_loaded_trucktr35;Weigh the Loaded Truck
weigh_loaded_trucktr40;Weigh the Loaded Truck
input_tally_sheettr10;Input the Tally Sheet
print_w_tickettr10;Print the Weighing Ticket
eval_trs_exittr10_Pcp69;Evaluate the Truck Exit
weigh_loaded_trucktr43;Weigh the Loaded Truck
weigh_empty_trucktr3;Weigh the Empty Truck
load_trucktr3;Load Truck
assign_trs_Pcp73;Assign Trucks
assign_trs_Pcp19;Assign Trucks
assign_trs_Pcp65;Assign Trucks
assign_trs_Pcp96;Assign Trucks
assign_trs_Pcp17;Assign Trucks
weigh_loaded_trucktr11;Weigh the Loaded Truck
assign_trs_Pcp44;Assign Trucks
print_w_tickettr43;Print the Weighing Ticket
input_tally_sheettr43;Input the Tally Sheet
eval_trs_exittr43_Pcp79;Evaluate the Truck Exit
assign_trs_Pcp16;Assign Trucks
assign_trs_Pcp10;Assign Trucks
weigh_empty_trucktr49;Weigh the Empty Truck
assign_trs_Pcp37;Assign Trucks
weigh_empty_trucktr7;Weigh the Empty Truck
assign_trs_Pcp73;Assign Trucks
weigh_empty_trucktr5;Weigh the Empty Truck
load_trucktr7;Load Truck
load_trucktr49;Load Truck
assign_trs_Pcp80;Assign Trucks
assign_trs_Pcp94;Assign Trucks
weigh_empty_trucktr44;Weigh the Empty Truck
weigh_loaded_trucktr19;Weigh the Loaded Truck
assign_trs_Pcp23;Assign Trucks
assign_trs_Pcp10;Assign Trucks
assign_trs_Pcp89;Assign Trucks
print_w_tickettr40;Print the Weighing Ticket
input_tally_sheettr40;Input the Tally Sheet
eval_trs_exittr40_Pcp20;Evaluate the Truck Exit
assign_trs_Pcp79;Assign Trucks
assign_trs_Pcp78;Assign Trucks
load_trucktr44;Load Truck
input_tally_sheettr11;Input the Tally Sheet
print_w_tickettr11;Print the Weighing Ticket
eval_trs_exittr11_Pcp37;Evaluate the Truck Exit
weigh_loaded_trucktr17;Weigh the Loaded Truck
assign_trs_Pcp24;Assign Trucks
assign_trs_Pcp74;Assign Trucks
weigh_empty_trucktr14;Weigh the Empty Truck
weigh_loaded_trucktr3;Weigh the Loaded Truck
load_trucktr14;Load Truck
load_trucktr5;Load Truck
weigh_empty_trucktr39;Weigh the Empty Truck
weigh_empty_trucktr12;Weigh the Empty Truck
load_trucktr39;Load Truck
assign_trs_Pcp98;Assign Trucks
weigh_loaded_trucktr15;Weigh the Loaded Truck
weigh_empty_trucktr6;Weigh the Empty Truck
weigh_empty_trucktr46;Weigh the Empty Truck
load_trucktr12;Load Truck
load_trucktr6;Load Truck
weigh_empty_trucktr2;Weigh the Empty Truck
weigh_empty_trucktr34;Weigh the Empty Truck
load_trucktr46;Load Truck
input_tally_sheettr35;Input the Tally Sheet
print_w_tickettr35;Print the Weighing Ticket
eval_trs_exittr35_Pcp21;Evaluate the Truck Exit
weigh_empty_trucktr9;Weigh the Empty Truck
weigh_empty_trucktr33;Weigh the Empty Truck
weigh_loaded_trucktr23;Weigh the Loaded Truck
load_trucktr34;Load Truck
load_trucktr9;Load Truck
load_trucktr2;Load Truck
weigh_empty_trucktr26;Weigh the Empty Truck
weigh_loaded_trucktr49;Weigh the Loaded Truck
print_w_tickettr17;Print the Weighing Ticket
input_tally_sheettr17;Input the Tally Sheet
eval_trs_exittr17_Pcp39;Evaluate the Truck Exit
input_tally_sheettr19;Input the Tally Sheet
print_w_tickettr19;Print the Weighing Ticket
eval_trs_exittr19_Pcp82;Evaluate the Truck Exit
weigh_loaded_trucktr21;Weigh the Loaded Truck
print_w_tickettr3;Print the Weighing Ticket
input_tally_sheettr3;Input the Tally Sheet
eval_trs_exittr3_Pcp62;Evaluate the Truck Exit
print_w_tickettr15;Print the Weighing Ticket
input_tally_sheettr15;Input the Tally Sheet
eval_trs_exittr15_Pcp34;Evaluate the Truck Exit
weigh_loaded_trucktr38;Weigh the Loaded Truck
weigh_empty_trucktr1;Weigh the Empty Truck
weigh_loaded_trucktr44;Weigh the Loaded Truck
assign_trs_Pcp99;Assign Trucks
weigh_empty_trucktr31;Weigh the Empty Truck
weigh_empty_trucktr41;Weigh the Empty Truck
weigh_empty_trucktr37;Weigh the Empty Truck
weigh_loaded_trucktr50;Weigh the Loaded Truck
load_trucktr31;Load Truck
load_trucktr1;Load Truck
assign_trs_Pcp11;Assign Trucks
load_trucktr37;Load Truck
load_trucktr33;Load Truck
load_trucktr41;Load Truck
weigh_empty_trucktr18;Weigh the Empty Truck
load_trucktr26;Load Truck
weigh_empty_trucktr28;Weigh the Empty Truck
weigh_empty_trucktr16;Weigh the Empty Truck
load_trucktr28;Load Truck
assign_trs_Pcp14;Assign Trucks
load_trucktr16;Load Truck
weigh_empty_trucktr4;Weigh the Empty Truck
weigh_empty_trucktr30;Weigh the Empty Truck
load_trucktr4;Load Truck
load_trucktr30;Load Truck
assign_trs_Pcp44;Assign Trucks
weigh_loaded_trucktr34;Weigh the Loaded Truck
assign_trs_Pcp85;Assign Trucks
print_w_tickettr44;Print the Weighing Ticket
input_tally_sheettr44;Input the Tally Sheet
eval_trs_exittr44_Pcp47;Evaluate the Truck Exit
weigh_loaded_trucktr31;Weigh the Loaded Truck
load_trucktr18;Load Truck
weigh_empty_trucktr13;Weigh the Empty Truck
load_trucktr13;Load Truck
print_w_tickettr38;Print the Weighing Ticket
input_tally_sheettr38;Input the Tally Sheet
eval_trs_exittr38_Pcp30;Evaluate the Truck Exit
weigh_empty_trucktr42;Weigh the Empty Truck
weigh_loaded_trucktr47;Weigh the Loaded Truck
input_tally_sheettr50;Input the Tally Sheet
print_w_tickettr50;Print the Weighing Ticket
eval_trs_exittr50_Pcp66;Evaluate the Truck Exit
weigh_loaded_trucktr26;Weigh the Loaded Truck
weigh_empty_trucktr25;Weigh the Empty Truck
weigh_empty_trucktr48;Weigh the Empty Truck
