event_id,timestamp,activity
eval_trs_exittr48_Pcp7,2024-05-02 16:58:29,Evaluate the Truck Exit
weigh_loaded_trucktr26,2024-05-02 17:03:12,Weigh the Loaded Truck
assign_trs_Pcp8,2024-05-02 17:05:01,Assign Trucks
print_w_tickettr4,2024-05-02 17:10:44,Print the Weighing Ticket
input_tally_sheettr4,2024-05-02 17:10:44,Input the Tally Sheet
weigh_loaded_trucktr17,2024-05-02 17:12:12,Weigh the Loaded Truck
weigh_loaded_trucktr18,2024-05-02 17:29:59,Weigh the Loaded Truck
weigh_loaded_trucktr29,2024-05-02 17:42:58,Weigh the Loaded Truck
eval_trs_exittr12_Pcp7,2024-05-02 18:10:35,Evaluate the Truck Exit
input_tally_sheettr26,2024-05-02 18:20:51,Input the Tally Sheet
print_w_tickettr26,2024-05-02 18:20:51,Print the Weighing Ticket
print_w_tickettr30,2024-05-02 19:49:37,Print the Weighing Ticket
input_tally_sheettr30,2024-05-02 19:49:37,Input the Tally Sheet
weigh_empty_trucktr47,2024-05-03 07:26:07,Weigh the Empty Truck
eval_trs_exittr4_Pcp7,2024-05-03 07:46:30,Evaluate the Truck Exit
load_trucktr47,2024-05-03 07:48:16,Load Truck
weigh_loaded_trucktr10,2024-05-03 07:52:50,Weigh the Loaded Truck
eval_trs_exittr26_Pcp7,2024-05-03 07:58:10,Evaluate the Truck Exit
weigh_loaded_trucktr46,2024-05-03 08:52:23,Weigh the Loaded Truck
eval_trs_exittr30_Pcp7,2024-05-03 08:53:17,Evaluate the Truck Exit
weigh_loaded_trucktr38,2024-05-03 09:00:42,Weigh the Loaded Truck
weigh_loaded_trucktr11,2024-05-03 09:08:47,Weigh the Loaded Truck
assign_trs_Pcp5,2024-05-03 09:16:27,Assign Trucks
assign_trs_Pcp5,2024-05-03 09:17:16,Assign Trucks
input_tally_sheettr17,2024-05-03 09:22:29,Input the Tally Sheet
print_w_tickettr17,2024-05-03 09:22:29,Print the Weighing Ticket
print_w_tickettr11,2024-05-03 09:25:55,Print the Weighing Ticket
input_tally_sheettr11,2024-05-03 09:25:55,Input the Tally Sheet
weigh_loaded_trucktr33,2024-05-03 09:37:59,Weigh the Loaded Truck
input_tally_sheettr38,2024-05-03 09:40:40,Input the Tally Sheet
print_w_tickettr38,2024-05-03 09:40:40,Print the Weighing Ticket
eval_trs_exittr11_Pcp1,2024-05-03 09:42:17,Evaluate the Truck Exit
eval_trs_exittr17_Pcp7,2024-05-03 10:24:00,Evaluate the Truck Exit
print_w_tickettr10,2024-05-03 10:31:10,Print the Weighing Ticket
input_tally_sheettr10,2024-05-03 10:31:10,Input the Tally Sheet
weigh_empty_trucktr23,2024-05-03 10:34:07,Weigh the Empty Truck
assign_trs_Pcp2,2024-05-03 10:40:09,Assign Trucks
weigh_loaded_trucktr41,2024-05-03 10:40:30,Weigh the Loaded Truck
assign_trs_Pcp4,2024-05-03 10:40:52,Assign Trucks
weigh_loaded_trucktr21,2024-05-03 10:41:30,Weigh the Loaded Truck
load_trucktr23,2024-05-03 10:51:04,Load Truck
assign_trs_Pcp3,2024-05-03 10:59:10,Assign Trucks
print_w_tickettr33,2024-05-03 11:01:10,Print the Weighing Ticket
input_tally_sheettr33,2024-05-03 11:01:10,Input the Tally Sheet
input_tally_sheettr46,2024-05-03 11:08:01,Input the Tally Sheet
print_w_tickettr46,2024-05-03 11:08:01,Print the Weighing Ticket
eval_trs_exittr38_Pcp7,2024-05-03 11:11:04,Evaluate the Truck Exit
assign_trs_Pcp3,2024-05-03 11:12:29,Assign Trucks
weigh_loaded_trucktr3,2024-05-03 11:15:35,Weigh the Loaded Truck
eval_trs_exittr46_Pcp7,2024-05-03 11:16:59,Evaluate the Truck Exit
eval_trs_exittr33_Pcp7,2024-05-03 11:24:51,Evaluate the Truck Exit
eval_trs_exittr10_Pcp1,2024-05-03 11:35:12,Evaluate the Truck Exit
print_w_tickettr3,2024-05-03 11:36:48,Print the Weighing Ticket
input_tally_sheettr3,2024-05-03 11:36:48,Input the Tally Sheet
eval_trs_exittr3_Pcp7,2024-05-03 11:47:05,Evaluate the Truck Exit
print_w_tickettr21,2024-05-03 11:48:10,Print the Weighing Ticket
input_tally_sheettr21,2024-05-03 11:48:10,Input the Tally Sheet
weigh_loaded_trucktr50,2024-05-03 12:10:30,Weigh the Loaded Truck
weigh_loaded_trucktr31,2024-05-03 12:12:08,Weigh the Loaded Truck
input_tally_sheettr41,2024-05-03 12:18:53,Input the Tally Sheet
print_w_tickettr41,2024-05-03 12:18:53,Print the Weighing Ticket
assign_trs_Pcp6,2024-05-03 13:56:10,Assign Trucks
eval_trs_exittr41_Pcp7,2024-05-03 14:00:47,Evaluate the Truck Exit
weigh_loaded_trucktr25,2024-05-03 14:05:11,Weigh the Loaded Truck
assign_trs_Pcp1,2024-05-03 14:07:42,Assign Trucks
eval_trs_exittr21_Pcp7,2024-05-03 14:13:44,Evaluate the Truck Exit
assign_trs_Pcp6,2024-05-03 14:19:25,Assign Trucks
input_tally_sheettr31,2024-05-03 14:38:31,Input the Tally Sheet
print_w_tickettr31,2024-05-03 14:38:31,Print the Weighing Ticket
weigh_empty_trucktr30,2024-05-03 14:39:36,Weigh the Empty Truck
input_tally_sheettr25,2024-05-03 14:40:19,Input the Tally Sheet
print_w_tickettr25,2024-05-03 14:40:19,Print the Weighing Ticket
input_tally_sheettr50,2024-05-03 14:41:33,Input the Tally Sheet
print_w_tickettr50,2024-05-03 14:41:33,Print the Weighing Ticket
weigh_empty_trucktr12,2024-05-03 14:42:46,Weigh the Empty Truck
weigh_loaded_trucktr44,2024-05-03 14:46:05,Weigh the Loaded Truck
assign_trs_Pcp8,2024-05-03 14:50:13,Assign Trucks
assign_trs_Pcp8,2024-05-03 14:51:22,Assign Trucks
load_trucktr30,2024-05-03 14:52:13,Load Truck
weigh_loaded_trucktr8,2024-05-03 15:00:50,Weigh the Loaded Truck
print_w_tickettr44,2024-05-03 15:05:48,Print the Weighing Ticket
input_tally_sheettr44,2024-05-03 15:05:48,Input the Tally Sheet
assign_trs_Pcp2,2024-05-03 15:07:12,Assign Trucks
input_tally_sheettr8,2024-05-03 15:34:30,Input the Tally Sheet
print_w_tickettr8,2024-05-03 15:34:30,Print the Weighing Ticket
weigh_loaded_trucktr36,2024-05-03 15:35:17,Weigh the Loaded Truck
assign_trs_Pcp8,2024-05-03 15:43:51,Assign Trucks
eval_trs_exittr25_Pcp7,2024-05-03 15:44:07,Evaluate the Truck Exit
eval_trs_exittr44_Pcp7,2024-05-03 15:46:39,Evaluate the Truck Exit
weigh_empty_trucktr48,2024-05-03 15:47:52,Weigh the Empty Truck
eval_trs_exittr8_Pcp7,2024-05-03 15:53:25,Evaluate the Truck Exit
eval_trs_exittr50_Pcp1,2024-05-03 15:55:28,Evaluate the Truck Exit
weigh_empty_trucktr11,2024-05-03 15:59:41,Weigh the Empty Truck
weigh_loaded_trucktr34,2024-05-03 16:03:50,Weigh the Loaded Truck
eval_trs_exittr31_Pcp7,2024-05-03 16:05:03,Evaluate the Truck Exit
assign_trs_Pcp8,2024-05-03 16:06:03,Assign Trucks
weigh_empty_trucktr40,2024-05-03 16:12:08,Weigh the Empty Truck
weigh_loaded_trucktr14,2024-05-03 16:18:21,Weigh the Loaded Truck
weigh_loaded_trucktr24,2024-05-03 16:22:12,Weigh the Loaded Truck
load_trucktr12,2024-05-03 16:23:34,Load Truck
weigh_loaded_trucktr28,2024-05-03 16:28:11,Weigh the Loaded Truck
weigh_loaded_trucktr6,2024-05-03 16:28:38,Weigh the Loaded Truck
weigh_loaded_trucktr37,2024-05-03 16:29:21,Weigh the Loaded Truck
load_trucktr40,2024-05-03 16:34:49,Load Truck
weigh_loaded_trucktr13,2024-05-03 16:38:38,Weigh the Loaded Truck
weigh_empty_trucktr19,2024-05-03 16:38:58,Weigh the Empty Truck
input_tally_sheettr36,2024-05-03 16:45:36,Input the Tally Sheet
print_w_tickettr36,2024-05-03 16:45:36,Print the Weighing Ticket
input_tally_sheettr34,2024-05-03 16:46:17,Input the Tally Sheet
print_w_tickettr34,2024-05-03 16:46:17,Print the Weighing Ticket
assign_trs_Pcp6,2024-05-03 16:46:34,Assign Trucks
input_tally_sheettr6,2024-05-03 16:47:48,Input the Tally Sheet
print_w_tickettr6,2024-05-03 16:47:48,Print the Weighing Ticket
load_trucktr48,2024-05-03 16:49:28,Load Truck
assign_trs_Pcp5,2024-05-03 16:51:27,Assign Trucks
assign_trs_Pcp1,2024-05-03 16:54:27,Assign Trucks
weigh_loaded_trucktr35,2024-05-03 16:57:09,Weigh the Loaded Truck
weigh_loaded_trucktr16,2024-05-03 16:57:31,Weigh the Loaded Truck
input_tally_sheettr14,2024-05-03 17:03:32,Input the Tally Sheet
print_w_tickettr14,2024-05-03 17:03:32,Print the Weighing Ticket
load_trucktr11,2024-05-03 17:33:32,Load Truck
input_tally_sheettr24,2024-05-03 17:42:03,Input the Tally Sheet
print_w_tickettr24,2024-05-03 17:42:03,Print the Weighing Ticket
load_trucktr19,2024-05-03 18:18:56,Load Truck
eval_trs_exittr6_Pcp7,2024-05-03 18:31:00,Evaluate the Truck Exit
eval_trs_exittr34_Pcp7,2024-05-03 18:32:26,Evaluate the Truck Exit
input_tally_sheettr37,2024-05-03 18:54:45,Input the Tally Sheet
print_w_tickettr37,2024-05-03 18:54:45,Print the Weighing Ticket
print_w_tickettr13,2024-05-03 19:25:53,Print the Weighing Ticket
input_tally_sheettr13,2024-05-03 19:25:53,Input the Tally Sheet
input_tally_sheettr35,2024-05-03 20:54:38,Input the Tally Sheet
print_w_tickettr35,2024-05-03 20:54:38,Print the Weighing Ticket
input_tally_sheettr18,2024-05-03 22:41:58,Input the Tally Sheet
print_w_tickettr18,2024-05-03 22:41:58,Print the Weighing Ticket
input_tally_sheettr29,2024-05-03 23:38:02,Input the Tally Sheet
print_w_tickettr29,2024-05-03 23:38:02,Print the Weighing Ticket
eval_trs_exittr14_Pcp7,2024-05-06 07:23:49,Evaluate the Truck Exit
assign_trs_Pcp4,2024-05-06 07:51:32,Assign Trucks
eval_trs_exittr18_Pcp1,2024-05-06 07:55:36,Evaluate the Truck Exit
eval_trs_exittr36_Pcp7,2024-05-06 08:01:33,Evaluate the Truck Exit
eval_trs_exittr13_Pcp7,2024-05-06 08:02:51,Evaluate the Truck Exit
eval_trs_exittr29_Pcp7,2024-05-06 08:05:26,Evaluate the Truck Exit
eval_trs_exittr35_Pcp7,2024-05-06 08:20:45,Evaluate the Truck Exit
eval_trs_exittr24_Pcp7,2024-05-06 08:23:49,Evaluate the Truck Exit
input_tally_sheettr28,2024-05-06 08:30:40,Input the Tally Sheet
print_w_tickettr28,2024-05-06 08:30:40,Print the Weighing Ticket
eval_trs_exittr37_Pcp7,2024-05-06 08:36:42,Evaluate the Truck Exit
weigh_loaded_trucktr27,2024-05-06 08:41:58,Weigh the Loaded Truck
assign_trs_Pcp5,2024-05-06 09:08:53,Assign Trucks
assign_trs_Pcp4,2024-05-06 09:18:36,Assign Trucks
weigh_loaded_trucktr22,2024-05-06 09:20:57,Weigh the Loaded Truck
weigh_empty_trucktr26,2024-05-06 09:28:35,Weigh the Empty Truck
load_trucktr26,2024-05-06 09:31:56,Load Truck
input_tally_sheettr22,2024-05-06 09:33:19,Input the Tally Sheet
print_w_tickettr22,2024-05-06 09:33:19,Print the Weighing Ticket
assign_trs_Pcp5,2024-05-06 09:43:32,Assign Trucks
eval_trs_exittr22_Pcp7,2024-05-06 09:45:22,Evaluate the Truck Exit
eval_trs_exittr28_Pcp7,2024-05-06 09:59:43,Evaluate the Truck Exit
weigh_empty_trucktr3,2024-05-06 10:14:26,Weigh the Empty Truck
weigh_loaded_trucktr1,2024-05-06 10:22:01,Weigh the Loaded Truck
assign_trs_Pcp4,2024-05-06 10:23:51,Assign Trucks
assign_trs_Pcp2,2024-05-06 10:28:00,Assign Trucks
print_w_tickettr16,2024-05-06 10:28:44,Print the Weighing Ticket
input_tally_sheettr16,2024-05-06 10:28:44,Input the Tally Sheet
weigh_loaded_trucktr45,2024-05-06 10:29:41,Weigh the Loaded Truck
assign_trs_Pcp6,2024-05-06 10:30:38,Assign Trucks
weigh_loaded_trucktr20,2024-05-06 10:31:43,Weigh the Loaded Truck
assign_trs_Pcp5,2024-05-06 10:32:14,Assign Trucks
assign_trs_Pcp2,2024-05-06 10:32:16,Assign Trucks
assign_trs_Pcp8,2024-05-06 10:45:09,Assign Trucks
weigh_loaded_trucktr47,2024-05-06 10:46:57,Weigh the Loaded Truck
weigh_empty_trucktr32,2024-05-06 10:48:25,Weigh the Empty Truck
weigh_empty_trucktr21,2024-05-06 10:50:05,Weigh the Empty Truck
load_trucktr3,2024-05-06 10:53:01,Load Truck
eval_trs_exittr16_Pcp7,2024-05-06 10:53:30,Evaluate the Truck Exit
load_trucktr32,2024-05-06 10:54:26,Load Truck
load_trucktr21,2024-05-06 10:54:42,Load Truck
print_w_tickettr1,2024-05-06 10:56:54,Print the Weighing Ticket
input_tally_sheettr1,2024-05-06 10:56:54,Input the Tally Sheet
print_w_tickettr27,2024-05-06 11:01:33,Print the Weighing Ticket
input_tally_sheettr27,2024-05-06 11:01:33,Input the Tally Sheet
weigh_loaded_trucktr2,2024-05-06 11:11:20,Weigh the Loaded Truck
weigh_loaded_trucktr7,2024-05-06 11:30:49,Weigh the Loaded Truck
eval_trs_exittr27_Pcp1,2024-05-06 11:31:27,Evaluate the Truck Exit
input_tally_sheettr45,2024-05-06 11:39:23,Input the Tally Sheet
print_w_tickettr45,2024-05-06 11:39:23,Print the Weighing Ticket
weigh_empty_trucktr38,2024-05-06 11:42:22,Weigh the Empty Truck
assign_trs_Pcp8,2024-05-06 11:43:55,Assign Trucks
weigh_empty_trucktr10,2024-05-06 11:46:19,Weigh the Empty Truck
input_tally_sheettr20,2024-05-06 11:47:53,Input the Tally Sheet
print_w_tickettr20,2024-05-06 11:47:53,Print the Weighing Ticket
weigh_loaded_trucktr5,2024-05-06 11:49:46,Weigh the Loaded Truck
load_trucktr38,2024-05-06 11:51:33,Load Truck
print_w_tickettr2,2024-05-06 11:53:30,Print the Weighing Ticket
input_tally_sheettr2,2024-05-06 11:53:30,Input the Tally Sheet
load_trucktr10,2024-05-06 11:55:17,Load Truck
assign_trs_Pcp3,2024-05-06 12:03:55,Assign Trucks
input_tally_sheettr47,2024-05-06 12:12:57,Input the Tally Sheet
print_w_tickettr47,2024-05-06 12:12:57,Print the Weighing Ticket
eval_trs_exittr1_Pcp7,2024-05-06 12:18:11,Evaluate the Truck Exit
weigh_empty_trucktr4,2024-05-06 12:23:43,Weigh the Empty Truck
assign_trs_Pcp6,2024-05-06 13:26:32,Assign Trucks
weigh_empty_trucktr44,2024-05-06 13:37:10,Weigh the Empty Truck
eval_trs_exittr47_Pcp8,2024-05-06 13:41:07,Evaluate the Truck Exit
eval_trs_exittr45_Pcp7,2024-05-06 13:44:08,Evaluate the Truck Exit
load_trucktr44,2024-05-06 13:44:57,Load Truck
weigh_empty_trucktr31,2024-05-06 14:01:11,Weigh the Empty Truck
assign_trs_Pcp5,2024-05-06 14:02:36,Assign Trucks
weigh_empty_trucktr46,2024-05-06 14:03:46,Weigh the Empty Truck
